Gate_records in the linked list:
GateName: DATA_0_31 , GateType: 0, Level: 0, Output: false, Number: 0, Fanout: DATA_0_31, Fanin: None 
GateName: II14221 , GateType: 5, Level: 4, Output: false, Number: 6608, Fanout: II14221, Fanin: II14220 WX4880 
GateName: II14190 , GateType: 5, Level: 4, Output: false, Number: 6609, Fanout: II14190, Fanin: II14189 WX4880 
GateName: II14159 , GateType: 5, Level: 4, Output: false, Number: 6610, Fanout: II14159, Fanin: II14158 WX4880 
GateName: II14128 , GateType: 5, Level: 4, Output: false, Number: 6611, Fanout: II14128, Fanin: II14127 WX4880 
GateName: II14097 , GateType: 5, Level: 4, Output: false, Number: 6612, Fanout: II14097, Fanin: II14096 WX4880 
GateName: II14066 , GateType: 5, Level: 4, Output: false, Number: 6613, Fanout: II14066, Fanin: II14065 WX4880 
GateName: II14035 , GateType: 5, Level: 4, Output: false, Number: 6614, Fanout: II14035, Fanin: II14034 WX4880 
GateName: II14004 , GateType: 5, Level: 4, Output: false, Number: 6615, Fanout: II14004, Fanin: II14003 WX4880 
GateName: II10464 , GateType: 5, Level: 4, Output: false, Number: 6616, Fanout: II10464, Fanin: II10463 WX3587 
GateName: II10433 , GateType: 5, Level: 4, Output: false, Number: 6617, Fanout: II10433, Fanin: II10432 WX3587 
GateName: II10402 , GateType: 5, Level: 4, Output: false, Number: 6618, Fanout: II10402, Fanin: II10401 WX3587 
GateName: II10371 , GateType: 5, Level: 4, Output: false, Number: 6619, Fanout: II10371, Fanin: II10370 WX3587 
GateName: II10340 , GateType: 5, Level: 4, Output: false, Number: 6620, Fanout: II10340, Fanin: II10339 WX3587 
GateName: II10309 , GateType: 5, Level: 4, Output: false, Number: 6621, Fanout: II10309, Fanin: II10308 WX3587 
GateName: II10278 , GateType: 5, Level: 4, Output: false, Number: 6622, Fanout: II10278, Fanin: II10277 WX3587 
GateName: II10247 , GateType: 5, Level: 4, Output: false, Number: 6623, Fanout: II10247, Fanin: II10246 WX3587 
GateName: II10216 , GateType: 5, Level: 4, Output: false, Number: 6624, Fanout: II10216, Fanin: II10215 WX3587 
GateName: II10185 , GateType: 5, Level: 4, Output: false, Number: 6625, Fanout: II10185, Fanin: II10184 WX3587 
GateName: II10154 , GateType: 5, Level: 4, Output: false, Number: 6626, Fanout: II10154, Fanin: II10153 WX3587 
GateName: II10123 , GateType: 5, Level: 4, Output: false, Number: 6627, Fanout: II10123, Fanin: II10122 WX3587 
GateName: II10092 , GateType: 5, Level: 4, Output: false, Number: 6628, Fanout: II10092, Fanin: II10091 WX3587 
GateName: II10061 , GateType: 5, Level: 4, Output: false, Number: 6629, Fanout: II10061, Fanin: II10060 WX3587 
GateName: II10030 , GateType: 5, Level: 4, Output: false, Number: 6630, Fanout: II10030, Fanin: II10029 WX3587 
GateName: II9999 , GateType: 5, Level: 4, Output: false, Number: 6631, Fanout: II9999, Fanin: II9998 WX3587 
GateName: II6459 , GateType: 5, Level: 4, Output: false, Number: 6632, Fanout: II6459, Fanin: II6458 WX2294 
GateName: II6428 , GateType: 5, Level: 4, Output: false, Number: 6633, Fanout: II6428, Fanin: II6427 WX2294 
GateName: II6397 , GateType: 5, Level: 4, Output: false, Number: 6634, Fanout: II6397, Fanin: II6396 WX2294 
GateName: II6366 , GateType: 5, Level: 4, Output: false, Number: 6635, Fanout: II6366, Fanin: II6365 WX2294 
GateName: II6335 , GateType: 5, Level: 4, Output: false, Number: 6636, Fanout: II6335, Fanin: II6334 WX2294 
GateName: II6304 , GateType: 5, Level: 4, Output: false, Number: 6637, Fanout: II6304, Fanin: II6303 WX2294 
GateName: II6273 , GateType: 5, Level: 4, Output: false, Number: 6638, Fanout: II6273, Fanin: II6272 WX2294 
GateName: II6242 , GateType: 5, Level: 4, Output: false, Number: 6639, Fanout: II6242, Fanin: II6241 WX2294 
GateName: II6211 , GateType: 5, Level: 4, Output: false, Number: 6640, Fanout: II6211, Fanin: II6210 WX2294 
GateName: II6180 , GateType: 5, Level: 4, Output: false, Number: 6641, Fanout: II6180, Fanin: II6179 WX2294 
GateName: II6149 , GateType: 5, Level: 4, Output: false, Number: 6642, Fanout: II6149, Fanin: II6148 WX2294 
GateName: II6118 , GateType: 5, Level: 4, Output: false, Number: 6643, Fanout: II6118, Fanin: II6117 WX2294 
GateName: II6087 , GateType: 5, Level: 4, Output: false, Number: 6644, Fanout: II6087, Fanin: II6086 WX2294 
GateName: II6056 , GateType: 5, Level: 4, Output: false, Number: 6645, Fanout: II6056, Fanin: II6055 WX2294 
GateName: II6025 , GateType: 5, Level: 4, Output: false, Number: 6646, Fanout: II6025, Fanin: II6024 WX2294 
GateName: II5994 , GateType: 5, Level: 4, Output: false, Number: 6647, Fanout: II5994, Fanin: II5993 WX2294 
GateName: II2454 , GateType: 5, Level: 4, Output: false, Number: 6648, Fanout: II2454, Fanin: II2453 WX1001 
GateName: II2423 , GateType: 5, Level: 4, Output: false, Number: 6649, Fanout: II2423, Fanin: II2422 WX1001 
GateName: II2392 , GateType: 5, Level: 4, Output: false, Number: 6650, Fanout: II2392, Fanin: II2391 WX1001 
GateName: II2361 , GateType: 5, Level: 4, Output: false, Number: 6651, Fanout: II2361, Fanin: II2360 WX1001 
GateName: II2330 , GateType: 5, Level: 4, Output: false, Number: 6652, Fanout: II2330, Fanin: II2329 WX1001 
GateName: II2299 , GateType: 5, Level: 4, Output: false, Number: 6653, Fanout: II2299, Fanin: II2298 WX1001 
GateName: II2268 , GateType: 5, Level: 4, Output: false, Number: 6654, Fanout: II2268, Fanin: II2267 WX1001 
GateName: II2237 , GateType: 5, Level: 4, Output: false, Number: 6655, Fanout: II2237, Fanin: II2236 WX1001 
GateName: II2206 , GateType: 5, Level: 4, Output: false, Number: 6656, Fanout: II2206, Fanin: II2205 WX1001 
GateName: II2175 , GateType: 5, Level: 4, Output: false, Number: 6657, Fanout: II2175, Fanin: II2174 WX1001 
GateName: II2144 , GateType: 5, Level: 4, Output: false, Number: 6658, Fanout: II2144, Fanin: II2143 WX1001 
GateName: II2113 , GateType: 5, Level: 4, Output: false, Number: 6659, Fanout: II2113, Fanin: II2112 WX1001 
GateName: II2082 , GateType: 5, Level: 4, Output: false, Number: 6660, Fanout: II2082, Fanin: II2081 WX1001 
GateName: II2051 , GateType: 5, Level: 4, Output: false, Number: 6661, Fanout: II2051, Fanin: II2050 WX1001 
GateName: II2020 , GateType: 5, Level: 4, Output: false, Number: 6662, Fanout: II2020, Fanin: II2019 WX1001 
GateName: II1989 , GateType: 5, Level: 4, Output: false, Number: 6663, Fanout: II1989, Fanin: II1988 WX1001 
GateName: II34990 , GateType: 5, Level: 4, Output: false, Number: 6664, Fanout: II34990, Fanin: II34989 WX11346 
GateName: II34959 , GateType: 5, Level: 4, Output: false, Number: 6665, Fanout: II34959, Fanin: II34958 WX11346 
GateName: II34928 , GateType: 5, Level: 4, Output: false, Number: 6666, Fanout: II34928, Fanin: II34927 WX11346 
GateName: II34897 , GateType: 5, Level: 4, Output: false, Number: 6667, Fanout: II34897, Fanin: II34896 WX11346 
GateName: II34866 , GateType: 5, Level: 4, Output: false, Number: 6668, Fanout: II34866, Fanin: II34865 WX11346 
GateName: II34835 , GateType: 5, Level: 4, Output: false, Number: 6669, Fanout: II34835, Fanin: II34834 WX11346 
GateName: II34804 , GateType: 5, Level: 4, Output: false, Number: 6670, Fanout: II34804, Fanin: II34803 WX11346 
GateName: II34773 , GateType: 5, Level: 4, Output: false, Number: 6671, Fanout: II34773, Fanin: II34772 WX11346 
GateName: II34742 , GateType: 5, Level: 4, Output: false, Number: 6672, Fanout: II34742, Fanin: II34741 WX11346 
GateName: II34711 , GateType: 5, Level: 4, Output: false, Number: 6673, Fanout: II34711, Fanin: II34710 WX11346 
GateName: II34680 , GateType: 5, Level: 4, Output: false, Number: 6674, Fanout: II34680, Fanin: II34679 WX11346 
GateName: II34649 , GateType: 5, Level: 4, Output: false, Number: 6675, Fanout: II34649, Fanin: II34648 WX11346 
GateName: II34618 , GateType: 5, Level: 4, Output: false, Number: 6676, Fanout: II34618, Fanin: II34617 WX11346 
GateName: II34587 , GateType: 5, Level: 4, Output: false, Number: 6677, Fanout: II34587, Fanin: II34586 WX11346 
GateName: II34556 , GateType: 5, Level: 4, Output: false, Number: 6678, Fanout: II34556, Fanin: II34555 WX11346 
GateName: II34525 , GateType: 5, Level: 4, Output: false, Number: 6679, Fanout: II34525, Fanin: II34524 WX11346 
GateName: II30985 , GateType: 5, Level: 4, Output: false, Number: 6680, Fanout: II30985, Fanin: II30984 WX10053 
GateName: II30954 , GateType: 5, Level: 4, Output: false, Number: 6681, Fanout: II30954, Fanin: II30953 WX10053 
GateName: II30923 , GateType: 5, Level: 4, Output: false, Number: 6682, Fanout: II30923, Fanin: II30922 WX10053 
GateName: II30892 , GateType: 5, Level: 4, Output: false, Number: 6683, Fanout: II30892, Fanin: II30891 WX10053 
GateName: II30861 , GateType: 5, Level: 4, Output: false, Number: 6684, Fanout: II30861, Fanin: II30860 WX10053 
GateName: II30830 , GateType: 5, Level: 4, Output: false, Number: 6685, Fanout: II30830, Fanin: II30829 WX10053 
GateName: II30799 , GateType: 5, Level: 4, Output: false, Number: 6686, Fanout: II30799, Fanin: II30798 WX10053 
GateName: II30768 , GateType: 5, Level: 4, Output: false, Number: 6687, Fanout: II30768, Fanin: II30767 WX10053 
GateName: II30737 , GateType: 5, Level: 4, Output: false, Number: 6688, Fanout: II30737, Fanin: II30736 WX10053 
GateName: II30706 , GateType: 5, Level: 4, Output: false, Number: 6689, Fanout: II30706, Fanin: II30705 WX10053 
GateName: II30675 , GateType: 5, Level: 4, Output: false, Number: 6690, Fanout: II30675, Fanin: II30674 WX10053 
GateName: II30644 , GateType: 5, Level: 4, Output: false, Number: 6691, Fanout: II30644, Fanin: II30643 WX10053 
GateName: II30613 , GateType: 5, Level: 4, Output: false, Number: 6692, Fanout: II30613, Fanin: II30612 WX10053 
GateName: II30582 , GateType: 5, Level: 4, Output: false, Number: 6693, Fanout: II30582, Fanin: II30581 WX10053 
GateName: II30551 , GateType: 5, Level: 4, Output: false, Number: 6694, Fanout: II30551, Fanin: II30550 WX10053 
GateName: II30520 , GateType: 5, Level: 4, Output: false, Number: 6695, Fanout: II30520, Fanin: II30519 WX10053 
GateName: II26980 , GateType: 5, Level: 4, Output: false, Number: 6696, Fanout: II26980, Fanin: II26979 WX8760 
GateName: II26949 , GateType: 5, Level: 4, Output: false, Number: 6697, Fanout: II26949, Fanin: II26948 WX8760 
GateName: II26918 , GateType: 5, Level: 4, Output: false, Number: 6698, Fanout: II26918, Fanin: II26917 WX8760 
GateName: II26887 , GateType: 5, Level: 4, Output: false, Number: 6699, Fanout: II26887, Fanin: II26886 WX8760 
GateName: II26856 , GateType: 5, Level: 4, Output: false, Number: 6700, Fanout: II26856, Fanin: II26855 WX8760 
GateName: II26825 , GateType: 5, Level: 4, Output: false, Number: 6701, Fanout: II26825, Fanin: II26824 WX8760 
GateName: II26794 , GateType: 5, Level: 4, Output: false, Number: 6702, Fanout: II26794, Fanin: II26793 WX8760 
GateName: II26763 , GateType: 5, Level: 4, Output: false, Number: 6703, Fanout: II26763, Fanin: II26762 WX8760 
GateName: II26732 , GateType: 5, Level: 4, Output: false, Number: 6704, Fanout: II26732, Fanin: II26731 WX8760 
GateName: II26701 , GateType: 5, Level: 4, Output: false, Number: 6705, Fanout: II26701, Fanin: II26700 WX8760 
GateName: II26670 , GateType: 5, Level: 4, Output: false, Number: 6706, Fanout: II26670, Fanin: II26669 WX8760 
GateName: II26639 , GateType: 5, Level: 4, Output: false, Number: 6707, Fanout: II26639, Fanin: II26638 WX8760 
GateName: II26608 , GateType: 5, Level: 4, Output: false, Number: 6708, Fanout: II26608, Fanin: II26607 WX8760 
GateName: II26577 , GateType: 5, Level: 4, Output: false, Number: 6709, Fanout: II26577, Fanin: II26576 WX8760 
GateName: II26546 , GateType: 5, Level: 4, Output: false, Number: 6710, Fanout: II26546, Fanin: II26545 WX8760 
GateName: II26515 , GateType: 5, Level: 4, Output: false, Number: 6711, Fanout: II26515, Fanin: II26514 WX8760 
GateName: II22975 , GateType: 5, Level: 4, Output: false, Number: 6712, Fanout: II22975, Fanin: II22974 WX7467 
GateName: II22944 , GateType: 5, Level: 4, Output: false, Number: 6713, Fanout: II22944, Fanin: II22943 WX7467 
GateName: II22913 , GateType: 5, Level: 4, Output: false, Number: 6714, Fanout: II22913, Fanin: II22912 WX7467 
GateName: II22882 , GateType: 5, Level: 4, Output: false, Number: 6715, Fanout: II22882, Fanin: II22881 WX7467 
GateName: II22851 , GateType: 5, Level: 4, Output: false, Number: 6716, Fanout: II22851, Fanin: II22850 WX7467 
GateName: II22820 , GateType: 5, Level: 4, Output: false, Number: 6717, Fanout: II22820, Fanin: II22819 WX7467 
GateName: II22789 , GateType: 5, Level: 4, Output: false, Number: 6718, Fanout: II22789, Fanin: II22788 WX7467 
GateName: II22758 , GateType: 5, Level: 4, Output: false, Number: 6719, Fanout: II22758, Fanin: II22757 WX7467 
GateName: II22727 , GateType: 5, Level: 4, Output: false, Number: 6720, Fanout: II22727, Fanin: II22726 WX7467 
GateName: II22696 , GateType: 5, Level: 4, Output: false, Number: 6721, Fanout: II22696, Fanin: II22695 WX7467 
GateName: II22665 , GateType: 5, Level: 4, Output: false, Number: 6722, Fanout: II22665, Fanin: II22664 WX7467 
GateName: II22634 , GateType: 5, Level: 4, Output: false, Number: 6723, Fanout: II22634, Fanin: II22633 WX7467 
GateName: II22603 , GateType: 5, Level: 4, Output: false, Number: 6724, Fanout: II22603, Fanin: II22602 WX7467 
GateName: II22572 , GateType: 5, Level: 4, Output: false, Number: 6725, Fanout: II22572, Fanin: II22571 WX7467 
GateName: II22541 , GateType: 5, Level: 4, Output: false, Number: 6726, Fanout: II22541, Fanin: II22540 WX7467 
GateName: II22510 , GateType: 5, Level: 4, Output: false, Number: 6727, Fanout: II22510, Fanin: II22509 WX7467 
GateName: II18970 , GateType: 5, Level: 4, Output: false, Number: 6728, Fanout: II18970, Fanin: II18969 WX6174 
GateName: II18939 , GateType: 5, Level: 4, Output: false, Number: 6729, Fanout: II18939, Fanin: II18938 WX6174 
GateName: II18908 , GateType: 5, Level: 4, Output: false, Number: 6730, Fanout: II18908, Fanin: II18907 WX6174 
GateName: II18877 , GateType: 5, Level: 4, Output: false, Number: 6731, Fanout: II18877, Fanin: II18876 WX6174 
GateName: II18846 , GateType: 5, Level: 4, Output: false, Number: 6732, Fanout: II18846, Fanin: II18845 WX6174 
GateName: II18815 , GateType: 5, Level: 4, Output: false, Number: 6733, Fanout: II18815, Fanin: II18814 WX6174 
GateName: II18784 , GateType: 5, Level: 4, Output: false, Number: 6734, Fanout: II18784, Fanin: II18783 WX6174 
GateName: II18753 , GateType: 5, Level: 4, Output: false, Number: 6735, Fanout: II18753, Fanin: II18752 WX6174 
GateName: II18722 , GateType: 5, Level: 4, Output: false, Number: 6736, Fanout: II18722, Fanin: II18721 WX6174 
GateName: II18691 , GateType: 5, Level: 4, Output: false, Number: 6737, Fanout: II18691, Fanin: II18690 WX6174 
GateName: II18660 , GateType: 5, Level: 4, Output: false, Number: 6738, Fanout: II18660, Fanin: II18659 WX6174 
GateName: II18629 , GateType: 5, Level: 4, Output: false, Number: 6739, Fanout: II18629, Fanin: II18628 WX6174 
GateName: II18598 , GateType: 5, Level: 4, Output: false, Number: 6740, Fanout: II18598, Fanin: II18597 WX6174 
GateName: II18567 , GateType: 5, Level: 4, Output: false, Number: 6741, Fanout: II18567, Fanin: II18566 WX6174 
GateName: II18536 , GateType: 5, Level: 4, Output: false, Number: 6742, Fanout: II18536, Fanin: II18535 WX6174 
GateName: II18505 , GateType: 5, Level: 4, Output: false, Number: 6743, Fanout: II18505, Fanin: II18504 WX6174 
GateName: II14965 , GateType: 5, Level: 4, Output: false, Number: 6744, Fanout: II14965, Fanin: II14964 WX4881 
GateName: II14934 , GateType: 5, Level: 4, Output: false, Number: 6745, Fanout: II14934, Fanin: II14933 WX4881 
GateName: II14903 , GateType: 5, Level: 4, Output: false, Number: 6746, Fanout: II14903, Fanin: II14902 WX4881 
GateName: II14872 , GateType: 5, Level: 4, Output: false, Number: 6747, Fanout: II14872, Fanin: II14871 WX4881 
GateName: II14841 , GateType: 5, Level: 4, Output: false, Number: 6748, Fanout: II14841, Fanin: II14840 WX4881 
GateName: II14810 , GateType: 5, Level: 4, Output: false, Number: 6749, Fanout: II14810, Fanin: II14809 WX4881 
GateName: II14779 , GateType: 5, Level: 4, Output: false, Number: 6750, Fanout: II14779, Fanin: II14778 WX4881 
GateName: II14748 , GateType: 5, Level: 4, Output: false, Number: 6751, Fanout: II14748, Fanin: II14747 WX4881 
GateName: II14717 , GateType: 5, Level: 4, Output: false, Number: 6752, Fanout: II14717, Fanin: II14716 WX4881 
GateName: II14686 , GateType: 5, Level: 4, Output: false, Number: 6753, Fanout: II14686, Fanin: II14685 WX4881 
GateName: II14655 , GateType: 5, Level: 4, Output: false, Number: 6754, Fanout: II14655, Fanin: II14654 WX4881 
GateName: II14624 , GateType: 5, Level: 4, Output: false, Number: 6755, Fanout: II14624, Fanin: II14623 WX4881 
GateName: II14593 , GateType: 5, Level: 4, Output: false, Number: 6756, Fanout: II14593, Fanin: II14592 WX4881 
GateName: II14562 , GateType: 5, Level: 4, Output: false, Number: 6757, Fanout: II14562, Fanin: II14561 WX4881 
GateName: II14531 , GateType: 5, Level: 4, Output: false, Number: 6758, Fanout: II14531, Fanin: II14530 WX4881 
GateName: II14500 , GateType: 5, Level: 4, Output: false, Number: 6759, Fanout: II14500, Fanin: II14499 WX4881 
GateName: II10960 , GateType: 5, Level: 4, Output: false, Number: 6760, Fanout: II10960, Fanin: II10959 WX3588 
GateName: II10929 , GateType: 5, Level: 4, Output: false, Number: 6761, Fanout: II10929, Fanin: II10928 WX3588 
GateName: II10898 , GateType: 5, Level: 4, Output: false, Number: 6762, Fanout: II10898, Fanin: II10897 WX3588 
GateName: II10867 , GateType: 5, Level: 4, Output: false, Number: 6763, Fanout: II10867, Fanin: II10866 WX3588 
GateName: II10836 , GateType: 5, Level: 4, Output: false, Number: 6764, Fanout: II10836, Fanin: II10835 WX3588 
GateName: II10805 , GateType: 5, Level: 4, Output: false, Number: 6765, Fanout: II10805, Fanin: II10804 WX3588 
GateName: II10774 , GateType: 5, Level: 4, Output: false, Number: 6766, Fanout: II10774, Fanin: II10773 WX3588 
GateName: II10743 , GateType: 5, Level: 4, Output: false, Number: 6767, Fanout: II10743, Fanin: II10742 WX3588 
GateName: II10712 , GateType: 5, Level: 4, Output: false, Number: 6768, Fanout: II10712, Fanin: II10711 WX3588 
GateName: II10681 , GateType: 5, Level: 4, Output: false, Number: 6769, Fanout: II10681, Fanin: II10680 WX3588 
GateName: II10650 , GateType: 5, Level: 4, Output: false, Number: 6770, Fanout: II10650, Fanin: II10649 WX3588 
GateName: II10619 , GateType: 5, Level: 4, Output: false, Number: 6771, Fanout: II10619, Fanin: II10618 WX3588 
GateName: II10588 , GateType: 5, Level: 4, Output: false, Number: 6772, Fanout: II10588, Fanin: II10587 WX3588 
GateName: II10557 , GateType: 5, Level: 4, Output: false, Number: 6773, Fanout: II10557, Fanin: II10556 WX3588 
GateName: II10526 , GateType: 5, Level: 4, Output: false, Number: 6774, Fanout: II10526, Fanin: II10525 WX3588 
GateName: II10495 , GateType: 5, Level: 4, Output: false, Number: 6775, Fanout: II10495, Fanin: II10494 WX3588 
GateName: II6955 , GateType: 5, Level: 4, Output: false, Number: 6776, Fanout: II6955, Fanin: II6954 WX2295 
GateName: II6924 , GateType: 5, Level: 4, Output: false, Number: 6777, Fanout: II6924, Fanin: II6923 WX2295 
GateName: II6893 , GateType: 5, Level: 4, Output: false, Number: 6778, Fanout: II6893, Fanin: II6892 WX2295 
GateName: II6862 , GateType: 5, Level: 4, Output: false, Number: 6779, Fanout: II6862, Fanin: II6861 WX2295 
GateName: II6831 , GateType: 5, Level: 4, Output: false, Number: 6780, Fanout: II6831, Fanin: II6830 WX2295 
GateName: II6800 , GateType: 5, Level: 4, Output: false, Number: 6781, Fanout: II6800, Fanin: II6799 WX2295 
GateName: II6769 , GateType: 5, Level: 4, Output: false, Number: 6782, Fanout: II6769, Fanin: II6768 WX2295 
GateName: II6738 , GateType: 5, Level: 4, Output: false, Number: 6783, Fanout: II6738, Fanin: II6737 WX2295 
GateName: II6707 , GateType: 5, Level: 4, Output: false, Number: 6784, Fanout: II6707, Fanin: II6706 WX2295 
GateName: II6676 , GateType: 5, Level: 4, Output: false, Number: 6785, Fanout: II6676, Fanin: II6675 WX2295 
GateName: II6645 , GateType: 5, Level: 4, Output: false, Number: 6786, Fanout: II6645, Fanin: II6644 WX2295 
GateName: II6614 , GateType: 5, Level: 4, Output: false, Number: 6787, Fanout: II6614, Fanin: II6613 WX2295 
GateName: II6583 , GateType: 5, Level: 4, Output: false, Number: 6788, Fanout: II6583, Fanin: II6582 WX2295 
GateName: II6552 , GateType: 5, Level: 4, Output: false, Number: 6789, Fanout: II6552, Fanin: II6551 WX2295 
GateName: II6521 , GateType: 5, Level: 4, Output: false, Number: 6790, Fanout: II6521, Fanin: II6520 WX2295 
GateName: II6490 , GateType: 5, Level: 4, Output: false, Number: 6791, Fanout: II6490, Fanin: II6489 WX2295 
GateName: II2950 , GateType: 5, Level: 4, Output: false, Number: 6792, Fanout: II2950, Fanin: II2949 WX1002 
GateName: II2919 , GateType: 5, Level: 4, Output: false, Number: 6793, Fanout: II2919, Fanin: II2918 WX1002 
GateName: II2888 , GateType: 5, Level: 4, Output: false, Number: 6794, Fanout: II2888, Fanin: II2887 WX1002 
GateName: II2857 , GateType: 5, Level: 4, Output: false, Number: 6795, Fanout: II2857, Fanin: II2856 WX1002 
GateName: II2826 , GateType: 5, Level: 4, Output: false, Number: 6796, Fanout: II2826, Fanin: II2825 WX1002 
GateName: II2795 , GateType: 5, Level: 4, Output: false, Number: 6797, Fanout: II2795, Fanin: II2794 WX1002 
GateName: II2764 , GateType: 5, Level: 4, Output: false, Number: 6798, Fanout: II2764, Fanin: II2763 WX1002 
GateName: II2733 , GateType: 5, Level: 4, Output: false, Number: 6799, Fanout: II2733, Fanin: II2732 WX1002 
GateName: II2702 , GateType: 5, Level: 4, Output: false, Number: 6800, Fanout: II2702, Fanin: II2701 WX1002 
GateName: II2671 , GateType: 5, Level: 4, Output: false, Number: 6801, Fanout: II2671, Fanin: II2670 WX1002 
GateName: II2640 , GateType: 5, Level: 4, Output: false, Number: 6802, Fanout: II2640, Fanin: II2639 WX1002 
GateName: II2609 , GateType: 5, Level: 4, Output: false, Number: 6803, Fanout: II2609, Fanin: II2608 WX1002 
GateName: II2578 , GateType: 5, Level: 4, Output: false, Number: 6804, Fanout: II2578, Fanin: II2577 WX1002 
GateName: II2547 , GateType: 5, Level: 4, Output: false, Number: 6805, Fanout: II2547, Fanin: II2546 WX1002 
GateName: II2516 , GateType: 5, Level: 4, Output: false, Number: 6806, Fanout: II2516, Fanin: II2515 WX1002 
GateName: II2485 , GateType: 5, Level: 4, Output: false, Number: 6807, Fanout: II2485, Fanin: II2484 WX1002 
GateName: II1990 , GateType: 5, Level: 4, Output: false, Number: 6808, Fanout: II1990, Fanin: II1988 WX645 
GateName: II2021 , GateType: 5, Level: 4, Output: false, Number: 6809, Fanout: II2021, Fanin: II2019 WX647 
GateName: II2052 , GateType: 5, Level: 4, Output: false, Number: 6810, Fanout: II2052, Fanin: II2050 WX649 
GateName: II2083 , GateType: 5, Level: 4, Output: false, Number: 6811, Fanout: II2083, Fanin: II2081 WX651 
GateName: II2114 , GateType: 5, Level: 4, Output: false, Number: 6812, Fanout: II2114, Fanin: II2112 WX653 
GateName: II2145 , GateType: 5, Level: 4, Output: false, Number: 6813, Fanout: II2145, Fanin: II2143 WX655 
GateName: II2176 , GateType: 5, Level: 4, Output: false, Number: 6814, Fanout: II2176, Fanin: II2174 WX657 
GateName: II2207 , GateType: 5, Level: 4, Output: false, Number: 6815, Fanout: II2207, Fanin: II2205 WX659 
GateName: II2238 , GateType: 5, Level: 4, Output: false, Number: 6816, Fanout: II2238, Fanin: II2236 WX661 
GateName: II2269 , GateType: 5, Level: 4, Output: false, Number: 6817, Fanout: II2269, Fanin: II2267 WX663 
GateName: II2300 , GateType: 5, Level: 4, Output: false, Number: 6818, Fanout: II2300, Fanin: II2298 WX665 
GateName: II2331 , GateType: 5, Level: 4, Output: false, Number: 6819, Fanout: II2331, Fanin: II2329 WX667 
GateName: II2362 , GateType: 5, Level: 4, Output: false, Number: 6820, Fanout: II2362, Fanin: II2360 WX669 
GateName: II2393 , GateType: 5, Level: 4, Output: false, Number: 6821, Fanout: II2393, Fanin: II2391 WX671 
GateName: II2424 , GateType: 5, Level: 4, Output: false, Number: 6822, Fanout: II2424, Fanin: II2422 WX673 
GateName: II2455 , GateType: 5, Level: 4, Output: false, Number: 6823, Fanout: II2455, Fanin: II2453 WX675 
GateName: II2486 , GateType: 5, Level: 4, Output: false, Number: 6824, Fanout: II2486, Fanin: II2484 WX677 
GateName: II2517 , GateType: 5, Level: 4, Output: false, Number: 6825, Fanout: II2517, Fanin: II2515 WX679 
GateName: II2548 , GateType: 5, Level: 4, Output: false, Number: 6826, Fanout: II2548, Fanin: II2546 WX681 
GateName: II2579 , GateType: 5, Level: 4, Output: false, Number: 6827, Fanout: II2579, Fanin: II2577 WX683 
GateName: II2610 , GateType: 5, Level: 4, Output: false, Number: 6828, Fanout: II2610, Fanin: II2608 WX685 
GateName: II2641 , GateType: 5, Level: 4, Output: false, Number: 6829, Fanout: II2641, Fanin: II2639 WX687 
GateName: II2672 , GateType: 5, Level: 4, Output: false, Number: 6830, Fanout: II2672, Fanin: II2670 WX689 
GateName: II2703 , GateType: 5, Level: 4, Output: false, Number: 6831, Fanout: II2703, Fanin: II2701 WX691 
GateName: II2734 , GateType: 5, Level: 4, Output: false, Number: 6832, Fanout: II2734, Fanin: II2732 WX693 
GateName: II2765 , GateType: 5, Level: 4, Output: false, Number: 6833, Fanout: II2765, Fanin: II2763 WX695 
GateName: II2796 , GateType: 5, Level: 4, Output: false, Number: 6834, Fanout: II2796, Fanin: II2794 WX697 
GateName: II2827 , GateType: 5, Level: 4, Output: false, Number: 6835, Fanout: II2827, Fanin: II2825 WX699 
GateName: II2858 , GateType: 5, Level: 4, Output: false, Number: 6836, Fanout: II2858, Fanin: II2856 WX701 
GateName: II2889 , GateType: 5, Level: 4, Output: false, Number: 6837, Fanout: II2889, Fanin: II2887 WX703 
GateName: II2920 , GateType: 5, Level: 4, Output: false, Number: 6838, Fanout: II2920, Fanin: II2918 WX705 
GateName: II2951 , GateType: 5, Level: 4, Output: false, Number: 6839, Fanout: II2951, Fanin: II2949 WX707 
GateName: II2002 , GateType: 5, Level: 3, Output: false, Number: 6840, Fanout: II2002, Fanin: II2005 II2004 
GateName: II2033 , GateType: 5, Level: 3, Output: false, Number: 6841, Fanout: II2033, Fanin: II2036 II2035 
GateName: II2064 , GateType: 5, Level: 3, Output: false, Number: 6842, Fanout: II2064, Fanin: II2067 II2066 
GateName: II2095 , GateType: 5, Level: 3, Output: false, Number: 6843, Fanout: II2095, Fanin: II2098 II2097 
GateName: II2126 , GateType: 5, Level: 3, Output: false, Number: 6844, Fanout: II2126, Fanin: II2129 II2128 
GateName: II2157 , GateType: 5, Level: 3, Output: false, Number: 6845, Fanout: II2157, Fanin: II2160 II2159 
GateName: II2188 , GateType: 5, Level: 3, Output: false, Number: 6846, Fanout: II2188, Fanin: II2191 II2190 
GateName: II2219 , GateType: 5, Level: 3, Output: false, Number: 6847, Fanout: II2219, Fanin: II2222 II2221 
